identifier,reads,source
SRR5470166,SRR5470166,pathogen_detection
SRR5470215,SRR5470215,pathogen_detection
SRR5470216,SRR5470216,pathogen_detection
SRR5470217,SRR5470217,pathogen_detection
SRR5470218,SRR5470218,pathogen_detection
SRR5470219,SRR5470219,pathogen_detection
SRR5470220,SRR5470220,pathogen_detection
SRR5470221,SRR5470221,pathogen_detection
SRR5470222,SRR5470222,pathogen_detection
SRR5470224,SRR5470224,pathogen_detection
SRR5470225,SRR5470225,pathogen_detection
SRR5470226,SRR5470226,pathogen_detection
SRR5470227,SRR5470227,pathogen_detection
SRR5470229,SRR5470229,pathogen_detection
SRR5470230,SRR5470230,pathogen_detection
SRR5470231,SRR5470231,pathogen_detection
SRR5470232,SRR5470232,pathogen_detection
SRR5470233,SRR5470233,pathogen_detection
SRR5470234,SRR5470234,pathogen_detection
SRR5470235,SRR5470235,pathogen_detection
SRR5470236,SRR5470236,pathogen_detection
SRR5470237,SRR5470237,pathogen_detection
SRR5470239,SRR5470239,pathogen_detection
SRR5470240,SRR5470240,pathogen_detection
SRR5470241,SRR5470241,pathogen_detection
SRR5470244,SRR5470244,pathogen_detection
SRR5470245,SRR5470245,pathogen_detection
SRR5470246,SRR5470246,pathogen_detection
SRR5470247,SRR5470247,pathogen_detection
SRR5470248,SRR5470248,pathogen_detection
SRR5470249,SRR5470249,pathogen_detection
SRR5470250,SRR5470250,pathogen_detection
SRR5470252,SRR5470252,pathogen_detection
SRR5470264,SRR5470264,pathogen_detection
SRR5470265,SRR5470265,pathogen_detection
SRR5470266,SRR5470266,pathogen_detection
SRR5470347,SRR5470347,pathogen_detection
ERR161234,ERR161234,pathogen_detection
ERR161235,ERR161235,pathogen_detection
ERR161236,ERR161236,pathogen_detection
ERR161237,ERR161237,pathogen_detection
ERR161238,ERR161238,pathogen_detection
ERR161239,ERR161239,pathogen_detection
ERR161240,ERR161240,pathogen_detection
ERR161241,ERR161241,pathogen_detection
ERR161242,ERR161242,pathogen_detection
ERR161243,ERR161243,pathogen_detection
ERR161244,ERR161244,pathogen_detection
ERR161245,ERR161245,pathogen_detection
ERR161246,ERR161246,pathogen_detection
ERR161247,ERR161247,pathogen_detection
ERR161248,ERR161248,pathogen_detection
ERR161249,ERR161249,pathogen_detection
ERR161250,ERR161250,pathogen_detection
ERR161251,ERR161251,pathogen_detection
ERR161252,ERR161252,pathogen_detection
ERR161253,ERR161253,pathogen_detection
ERR161254,ERR161254,pathogen_detection
ERR161255,ERR161255,pathogen_detection
ERR161256,ERR161256,pathogen_detection
ERR161257,ERR161257,pathogen_detection
ERR161258,ERR161258,pathogen_detection
ERR161259,ERR161259,pathogen_detection
ERR161260,ERR161260,pathogen_detection
ERR161261,ERR161261,pathogen_detection
ERR161262,ERR161262,pathogen_detection
ERR161263,ERR161263,pathogen_detection
ERR161264,ERR161264,pathogen_detection
ERR161265,ERR161265,pathogen_detection
ERR161266,ERR161266,pathogen_detection
ERR161267,ERR161267,pathogen_detection
ERR161268,ERR161268,pathogen_detection
ERR161270,ERR161270,pathogen_detection
ERR161271,ERR161271,pathogen_detection
ERR161272,ERR161272,pathogen_detection
ERR161273,ERR161273,pathogen_detection
ERR161274,ERR161274,pathogen_detection
ERR161275,ERR161275,pathogen_detection
ERR161276,ERR161276,pathogen_detection
ERR161277,ERR161277,pathogen_detection
ERR161278,ERR161278,pathogen_detection
ERR161279,ERR161279,pathogen_detection
ERR161280,ERR161280,pathogen_detection
ERR161281,ERR161281,pathogen_detection
ERR161282,ERR161282,pathogen_detection
ERR161283,ERR161283,pathogen_detection
ERR161284,ERR161284,pathogen_detection
ERR161285,ERR161285,pathogen_detection
ERR161286,ERR161286,pathogen_detection
ERR161287,ERR161287,pathogen_detection
ERR161288,ERR161288,pathogen_detection
ERR161289,ERR161289,pathogen_detection
ERR161290,ERR161290,pathogen_detection
ERR161291,ERR161291,pathogen_detection
ERR161292,ERR161292,pathogen_detection
ERR161293,ERR161293,pathogen_detection
ERR161294,ERR161294,pathogen_detection
ERR161295,ERR161295,pathogen_detection
ERR161296,ERR161296,pathogen_detection
ERR161297,ERR161297,pathogen_detection
ERR161298,ERR161298,pathogen_detection
ERR161299,ERR161299,pathogen_detection
ERR161300,ERR161300,pathogen_detection
ERR161301,ERR161301,pathogen_detection
ERR161302,ERR161302,pathogen_detection
ERR161303,ERR161303,pathogen_detection
ERR161304,ERR161304,pathogen_detection
ERR161305,ERR161305,pathogen_detection
ERR161306,ERR161306,pathogen_detection
ERR161307,ERR161307,pathogen_detection
ERR161308,ERR161308,pathogen_detection
ERR161309,ERR161309,pathogen_detection
ERR161310,ERR161310,pathogen_detection
ERR161311,ERR161311,pathogen_detection
ERR161312,ERR161312,pathogen_detection
ERR161313,ERR161313,pathogen_detection
ERR161314,ERR161314,pathogen_detection
ERR161315,ERR161315,pathogen_detection
ERR161316,ERR161316,pathogen_detection
ERR161317,ERR161317,pathogen_detection
ERR161318,ERR161318,pathogen_detection
ERR161319,ERR161319,pathogen_detection
ERR161320,ERR161320,pathogen_detection
ERR161321,ERR161321,pathogen_detection
ERR161322,ERR161322,pathogen_detection
ERR161323,ERR161323,pathogen_detection
ERR161324,ERR161324,pathogen_detection
ERR161325,ERR161325,pathogen_detection
ERR161326,ERR161326,pathogen_detection
ERR161327,ERR161327,pathogen_detection
ERR161328,ERR161328,pathogen_detection
ERR161329,ERR161329,pathogen_detection
SRR5482524,SRR5482524,pathogen_detection
SRR5482525,SRR5482525,pathogen_detection
SRR5482647,SRR5482647,pathogen_detection
SRR5482649,SRR5482649,pathogen_detection
SRR5482650,SRR5482650,pathogen_detection
SRR5482651,SRR5482651,pathogen_detection
SRR5482652,SRR5482652,pathogen_detection
SRR5482653,SRR5482653,pathogen_detection
SRR5482654,SRR5482654,pathogen_detection
SRR5482655,SRR5482655,pathogen_detection
SRR5482656,SRR5482656,pathogen_detection
SRR5482657,SRR5482657,pathogen_detection
SRR5482659,SRR5482659,pathogen_detection
SRR5482660,SRR5482660,pathogen_detection
SRR5482788,SRR5482788,pathogen_detection
SRR5482789,SRR5482789,pathogen_detection
SRR5482790,SRR5482790,pathogen_detection
SRR5482798,SRR5482798,pathogen_detection
SRR5482799,SRR5482799,pathogen_detection
SRR5482800,SRR5482800,pathogen_detection
SRR5485306,SRR5485306,pathogen_detection
SRR5485307,SRR5485307,pathogen_detection
SRR5485308,SRR5485308,pathogen_detection
SRR5485309,SRR5485309,pathogen_detection
SRR5485310,SRR5485310,pathogen_detection
SRR5485311,SRR5485311,pathogen_detection
SRR5485312,SRR5485312,pathogen_detection
SRR5485313,SRR5485313,pathogen_detection
SRR5485364,SRR5485364,pathogen_detection
SRR5485367,SRR5485367,pathogen_detection
SRR5486141,SRR5486141,pathogen_detection
SRR5486142,SRR5486142,pathogen_detection
SRR5486143,SRR5486143,pathogen_detection
SRR5486144,SRR5486144,pathogen_detection
SRR5486145,SRR5486145,pathogen_detection
SRR5486146,SRR5486146,pathogen_detection
SRR5515955,SRR5515955,pathogen_detection
SRR5515956,SRR5515956,pathogen_detection
SRR5515958,SRR5515958,pathogen_detection
SRR5515959,SRR5515959,pathogen_detection
SRR5515960,SRR5515960,pathogen_detection
SRR5515961,SRR5515961,pathogen_detection
SRR5515962,SRR5515962,pathogen_detection
SRR5515963,SRR5515963,pathogen_detection
SRR5515964,SRR5515964,pathogen_detection
SRR5515965,SRR5515965,pathogen_detection
SRR5515966,SRR5515966,pathogen_detection
SRR5515967,SRR5515967,pathogen_detection
SRR5516016,SRR5516016,pathogen_detection
SRR5516017,SRR5516017,pathogen_detection
SRR5516018,SRR5516018,pathogen_detection
SRR5516019,SRR5516019,pathogen_detection
SRR5516020,SRR5516020,pathogen_detection
SRR5516021,SRR5516021,pathogen_detection
SRR5516022,SRR5516022,pathogen_detection
SRR5516023,SRR5516023,pathogen_detection
SRR5516024,SRR5516024,pathogen_detection
SRR5516025,SRR5516025,pathogen_detection
SRR5516027,SRR5516027,pathogen_detection
SRR5516028,SRR5516028,pathogen_detection
SRR5516029,SRR5516029,pathogen_detection
SRR5516030,SRR5516030,pathogen_detection
SRR5516031,SRR5516031,pathogen_detection
SRR5516032,SRR5516032,pathogen_detection
SRR5516033,SRR5516033,pathogen_detection
SRR5516034,SRR5516034,pathogen_detection
SRR5516035,SRR5516035,pathogen_detection
SRR5573990,SRR5573990,pathogen_detection
SRR5573991,SRR5573991,pathogen_detection
SRR5573992,SRR5573992,pathogen_detection
SRR5573993,SRR5573993,pathogen_detection
SRR5573994,SRR5573994,pathogen_detection
SRR5573995,SRR5573995,pathogen_detection
SRR5573996,SRR5573996,pathogen_detection
SRR5573998,SRR5573998,pathogen_detection
SRR5573999,SRR5573999,pathogen_detection
SRR5574000,SRR5574000,pathogen_detection
SRR5574001,SRR5574001,pathogen_detection
SRR5574002,SRR5574002,pathogen_detection
SRR5574003,SRR5574003,pathogen_detection
SRR5574004,SRR5574004,pathogen_detection
SRR5574005,SRR5574005,pathogen_detection
SRR5574006,SRR5574006,pathogen_detection
SRR5574007,SRR5574007,pathogen_detection
SRR5574008,SRR5574008,pathogen_detection
SRR5574009,SRR5574009,pathogen_detection
SRR5574010,SRR5574010,pathogen_detection
SRR5574011,SRR5574011,pathogen_detection
SRR5574012,SRR5574012,pathogen_detection
SRR5574013,SRR5574013,pathogen_detection
SRR5574014,SRR5574014,pathogen_detection
SRR5574015,SRR5574015,pathogen_detection
SRR5574016,SRR5574016,pathogen_detection
SRR5574017,SRR5574017,pathogen_detection
SRR5574018,SRR5574018,pathogen_detection
SRR5574019,SRR5574019,pathogen_detection
SRR5574020,SRR5574020,pathogen_detection
SRR5574021,SRR5574021,pathogen_detection
SRR5574022,SRR5574022,pathogen_detection
SRR5574023,SRR5574023,pathogen_detection
SRR5574024,SRR5574024,pathogen_detection
SRR5574025,SRR5574025,pathogen_detection
SRR5574026,SRR5574026,pathogen_detection
SRR5574027,SRR5574027,pathogen_detection
SRR5574028,SRR5574028,pathogen_detection
SRR5574029,SRR5574029,pathogen_detection
SRR5574030,SRR5574030,pathogen_detection
SRR5574031,SRR5574031,pathogen_detection
SRR5574032,SRR5574032,pathogen_detection
SRR5574033,SRR5574033,pathogen_detection
SRR1570028,SRR1570028,pathogen_detection
SRR1570031,SRR1570031,pathogen_detection
SRR1570042,SRR1570042,pathogen_detection
SRR5578879,SRR5578879,pathogen_detection
SRR5578887,SRR5578887,pathogen_detection
SRR5578894,SRR5578894,pathogen_detection
SRR5578900,SRR5578900,pathogen_detection
SRR1570062,SRR1570062,pathogen_detection
SRR5579117,SRR5579117,pathogen_detection
SRR5579120,SRR5579120,pathogen_detection
SRR5579125,SRR5579125,pathogen_detection
SRR5579126,SRR5579126,pathogen_detection
SRR5579129,SRR5579129,pathogen_detection
SRR5579130,SRR5579130,pathogen_detection
SRR5579136,SRR5579136,pathogen_detection
SRR5579137,SRR5579137,pathogen_detection
SRR5579138,SRR5579138,pathogen_detection
SRR5579139,SRR5579139,pathogen_detection
SRR5579140,SRR5579140,pathogen_detection
SRR5579144,SRR5579144,pathogen_detection
SRR5579146,SRR5579146,pathogen_detection
SRR5579147,SRR5579147,pathogen_detection
SRR5579148,SRR5579148,pathogen_detection
SRR5579150,SRR5579150,pathogen_detection
SRR5579151,SRR5579151,pathogen_detection
SRR5579155,SRR5579155,pathogen_detection
SRR5579157,SRR5579157,pathogen_detection
SRR5579159,SRR5579159,pathogen_detection
SRR5579190,SRR5579190,pathogen_detection
SRR5579191,SRR5579191,pathogen_detection
SRR5579192,SRR5579192,pathogen_detection
SRR5579193,SRR5579193,pathogen_detection
SRR5579194,SRR5579194,pathogen_detection
SRR5579195,SRR5579195,pathogen_detection
SRR5579196,SRR5579196,pathogen_detection
SRR5579197,SRR5579197,pathogen_detection
SRR5579198,SRR5579198,pathogen_detection
SRR5579199,SRR5579199,pathogen_detection
SRR5579265,SRR5579265,pathogen_detection
SRR1570077,SRR1570077,pathogen_detection
SRR1570089,SRR1570089,pathogen_detection
SRR5583105,SRR5583105,pathogen_detection
SRR5583150,SRR5583150,pathogen_detection
SRR5583856,SRR5583856,pathogen_detection
SRR5583882,SRR5583882,pathogen_detection
SRR1570146,SRR1570146,pathogen_detection
SRR5583941,SRR5583941,pathogen_detection
SRR1570157,SRR1570157,pathogen_detection
SRR1570158,SRR1570158,pathogen_detection
SRR5585142,SRR5585142,pathogen_detection
SRR5585161,SRR5585161,pathogen_detection
SRR1609702,SRR1609702,pathogen_detection
SRR1609703,SRR1609703,pathogen_detection
SRR1609704,SRR1609704,pathogen_detection
SRR5588080,SRR5588080,pathogen_detection
SRR5588082,SRR5588082,pathogen_detection
SRR1609706,SRR1609706,pathogen_detection
SRR5588088,SRR5588088,pathogen_detection
SRR5588089,SRR5588089,pathogen_detection
SRR5588093,SRR5588093,pathogen_detection
SRR1609707,SRR1609707,pathogen_detection
SRR5588095,SRR5588095,pathogen_detection
SRR5588100,SRR5588100,pathogen_detection
SRR5588101,SRR5588101,pathogen_detection
SRR5588103,SRR5588103,pathogen_detection
SRR1609708,SRR1609708,pathogen_detection
SRR5588105,SRR5588105,pathogen_detection
SRR5588106,SRR5588106,pathogen_detection
SRR5588107,SRR5588107,pathogen_detection
SRR5588285,SRR5588285,pathogen_detection
SRR5588288,SRR5588288,pathogen_detection
SRR1609709,SRR1609709,pathogen_detection
SRR5588292,SRR5588292,pathogen_detection
SRR5588293,SRR5588293,pathogen_detection
SRR5588294,SRR5588294,pathogen_detection
SRR5588295,SRR5588295,pathogen_detection
SRR5588296,SRR5588296,pathogen_detection
SRR5588297,SRR5588297,pathogen_detection
SRR5588298,SRR5588298,pathogen_detection
SRR5588300,SRR5588300,pathogen_detection
SRR5588301,SRR5588301,pathogen_detection
SRR5588447,SRR5588447,pathogen_detection
SRR5588449,SRR5588449,pathogen_detection
SRR5588451,SRR5588451,pathogen_detection
SRR1609711,SRR1609711,pathogen_detection
SRR5588452,SRR5588452,pathogen_detection
SRR5588453,SRR5588453,pathogen_detection
SRR5588454,SRR5588454,pathogen_detection
SRR5588457,SRR5588457,pathogen_detection
SRR5588458,SRR5588458,pathogen_detection
SRR5588459,SRR5588459,pathogen_detection
SRR5588461,SRR5588461,pathogen_detection
SRR1609712,SRR1609712,pathogen_detection
SRR5588462,SRR5588462,pathogen_detection
SRR5588468,SRR5588468,pathogen_detection
SRR5588525,SRR5588525,pathogen_detection
SRR5588526,SRR5588526,pathogen_detection
SRR1609713,SRR1609713,pathogen_detection
SRR5588529,SRR5588529,pathogen_detection
SRR5588537,SRR5588537,pathogen_detection
SRR5588540,SRR5588540,pathogen_detection
SRR5588541,SRR5588541,pathogen_detection
SRR1609714,SRR1609714,pathogen_detection
SRR5588544,SRR5588544,pathogen_detection
SRR5588546,SRR5588546,pathogen_detection
SRR5588549,SRR5588549,pathogen_detection
SRR5588551,SRR5588551,pathogen_detection
SRR5588553,SRR5588553,pathogen_detection
SRR1609715,SRR1609715,pathogen_detection
SRR5588585,SRR5588585,pathogen_detection
SRR5588586,SRR5588586,pathogen_detection
SRR5588600,SRR5588600,pathogen_detection
SRR5588601,SRR5588601,pathogen_detection
SRR5588602,SRR5588602,pathogen_detection
SRR1609716,SRR1609716,pathogen_detection
SRR5588603,SRR5588603,pathogen_detection
SRR5588605,SRR5588605,pathogen_detection
SRR5588608,SRR5588608,pathogen_detection
SRR5588610,SRR5588610,pathogen_detection
SRR5588613,SRR5588613,pathogen_detection
SRR1609717,SRR1609717,pathogen_detection
SRR5588615,SRR5588615,pathogen_detection
SRR5588616,SRR5588616,pathogen_detection
SRR5588620,SRR5588620,pathogen_detection
SRR5588622,SRR5588622,pathogen_detection
SRR1609718,SRR1609718,pathogen_detection
SRR5588628,SRR5588628,pathogen_detection
SRR5588629,SRR5588629,pathogen_detection
SRR5588676,SRR5588676,pathogen_detection
SRR1609719,SRR1609719,pathogen_detection
SRR5588679,SRR5588679,pathogen_detection
SRR5588680,SRR5588680,pathogen_detection
SRR5588683,SRR5588683,pathogen_detection
SRR5588688,SRR5588688,pathogen_detection
SRR1609720,SRR1609720,pathogen_detection
SRR5588689,SRR5588689,pathogen_detection
SRR5588690,SRR5588690,pathogen_detection
SRR5588691,SRR5588691,pathogen_detection
SRR5588695,SRR5588695,pathogen_detection
SRR5588698,SRR5588698,pathogen_detection
SRR5588699,SRR5588699,pathogen_detection
SRR5588700,SRR5588700,pathogen_detection
SRR1609721,SRR1609721,pathogen_detection
SRR5588701,SRR5588701,pathogen_detection
SRR5588702,SRR5588702,pathogen_detection
SRR5588703,SRR5588703,pathogen_detection
SRR5588756,SRR5588756,pathogen_detection
SRR5588758,SRR5588758,pathogen_detection
SRR5588760,SRR5588760,pathogen_detection
SRR5588761,SRR5588761,pathogen_detection
SRR5588763,SRR5588763,pathogen_detection
SRR5588766,SRR5588766,pathogen_detection
SRR5588767,SRR5588767,pathogen_detection
SRR5588773,SRR5588773,pathogen_detection
SRR1609759,SRR1609759,pathogen_detection
SRR5588780,SRR5588780,pathogen_detection
SRR5588783,SRR5588783,pathogen_detection
SRR5588810,SRR5588810,pathogen_detection
SRR5588864,SRR5588864,pathogen_detection
SRR5588692,SRR5588692,pathogen_detection
SRR1609760,SRR1609760,pathogen_detection
SRR5588694,SRR5588694,pathogen_detection
SRR5588705,SRR5588705,pathogen_detection
SRR5588757,SRR5588757,pathogen_detection
SRR5588764,SRR5588764,pathogen_detection
SRR5588774,SRR5588774,pathogen_detection
SRR5588779,SRR5588779,pathogen_detection
SRR1609761,SRR1609761,pathogen_detection
SRR5588808,SRR5588808,pathogen_detection
SRR5588865,SRR5588865,pathogen_detection
SRR5588866,SRR5588866,pathogen_detection
SRR5588867,SRR5588867,pathogen_detection
SRR1609763,SRR1609763,pathogen_detection
SRR1609764,SRR1609764,pathogen_detection
SRR1609765,SRR1609765,pathogen_detection
SRR1609766,SRR1609766,pathogen_detection
SRR1609769,SRR1609769,pathogen_detection
SRR5590039,SRR5590039,pathogen_detection
SRR1609770,SRR1609770,pathogen_detection
SRR1609856,SRR1609856,pathogen_detection
SRR1609857,SRR1609857,pathogen_detection
SRR5590074,SRR5590074,pathogen_detection
SRR5590078,SRR5590078,pathogen_detection
SRR1609858,SRR1609858,pathogen_detection
SRR5590199,SRR5590199,pathogen_detection
SRR1609861,SRR1609861,pathogen_detection
SRR5590210,SRR5590210,pathogen_detection
SRR1609871,SRR1609871,pathogen_detection
SRR5590278,SRR5590278,pathogen_detection
SRR5590296,SRR5590296,pathogen_detection
SRR1610025,SRR1610025,pathogen_detection
SRR5590305,SRR5590305,pathogen_detection
SRR1610026,SRR1610026,pathogen_detection
SRR5590313,SRR5590313,pathogen_detection
SRR5590335,SRR5590335,pathogen_detection
SRR1610029,SRR1610029,pathogen_detection
SRR1610030,SRR1610030,pathogen_detection
SRR1610031,SRR1610031,pathogen_detection
SRR1610032,SRR1610032,pathogen_detection
SRR1610033,SRR1610033,pathogen_detection
SRR1610034,SRR1610034,pathogen_detection
SRR1610035,SRR1610035,pathogen_detection
SRR1610036,SRR1610036,pathogen_detection
SRR1610037,SRR1610037,pathogen_detection
SRR5593150,SRR5593150,pathogen_detection
SRR5593151,SRR5593151,pathogen_detection
SRR1610038,SRR1610038,pathogen_detection
SRR1610039,SRR1610039,pathogen_detection
SRR1610040,SRR1610040,pathogen_detection
SRR1610041,SRR1610041,pathogen_detection
SRR5605988,SRR5605988,pathogen_detection
SRR5605989,SRR5605989,pathogen_detection
SRR5605990,SRR5605990,pathogen_detection
SRR5605991,SRR5605991,pathogen_detection
SRR5605992,SRR5605992,pathogen_detection
SRR5605993,SRR5605993,pathogen_detection
SRR5605995,SRR5605995,pathogen_detection
SRR5605997,SRR5605997,pathogen_detection
SRR5605998,SRR5605998,pathogen_detection
SRR5605999,SRR5605999,pathogen_detection
